crop,county,total_farms_2022,total_acres_2022,total_bearing_age_farms_2022,total_bearing_age_acres_2022,total_nonbearing_age_farms_2022,total_nonbearing_age_acres_2022,total_farms_2017,total_acres_2017,total_bearing_age_farms_2017,total_bearing_age_acres_2017,total_nonbearing_age_farms_2017,total_nonbearing_age_acres_2017
"Peaches, Freestone",Campbell,0,0,0,0,0,0,3,NA,3,NA,0,0
"Peaches, Freestone",Caroline,1,NA,1,NA,0,0,3,7,1,NA,3,NA
"Peaches, Freestone",Carroll,15,NA,13,118,6,NA,6,111,6,NA,1,NA
"Peaches, Freestone",Charles City,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Charlotte,1,NA,0,0,1,NA,5,3,2,NA,3,NA
"Peaches, Freestone",Clarke,2,NA,2,NA,2,NA,1,NA,1,NA,1,NA
"Peaches, Freestone",Culpeper,3,1,0,0,3,1,3,NA,1,NA,3,NA
"Peaches, Freestone",Cumberland,8,6,8,5,4,1,5,2,5,2,0,0
"Peaches, Freestone",Dickenson,0,0,0,0,0,0,1,NA,0,0,1,NA
"Peaches, Freestone",Fauquier,23,95,21,43,13,52,6,NA,6,NA,3,NA
"Peaches, Freestone",Floyd,10,20,10,20,0,0,6,NA,6,12,2,NA
"Peaches, Freestone",Fluvanna,4,3,3,NA,4,NA,2,NA,2,NA,1,NA
"Peaches, Freestone",Franklin,13,25,12,NA,1,NA,15,NA,11,NA,5,NA
"Peaches, Freestone",Frederick,10,118,10,NA,4,NA,9,NA,9,124,1,NA
"Peaches, Freestone",Gloucester,1,NA,0,0,1,NA,0,0,0,0,0,0
"Peaches, Freestone",Goochland,2,NA,2,NA,0,0,2,NA,2,NA,2,NA
"Peaches, Freestone",Grayson,6,NA,0,0,6,NA,2,NA,0,0,2,NA
"Peaches, Freestone",Greene,3,NA,0,0,3,NA,1,NA,0,0,1,NA
"Peaches, Freestone",Halifax,1,NA,1,NA,1,NA,2,NA,2,NA,1,NA
"Peaches, Freestone",Hanover,3,7,3,NA,2,NA,8,NA,5,NA,6,4
"Peaches, Freestone",Henrico,1,NA,0,0,1,NA,0,0,0,0,0,0
"Peaches, Freestone",Henry,5,2,4,NA,3,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Highland,0,0,0,0,0,0,1,NA,1,NA,0,0
"Peaches, Freestone",Isle of Wight,5,NA,5,2,1,NA,1,NA,1,NA,0,0
"Peaches, Freestone",James City,2,NA,2,NA,2,NA,6,30,1,NA,5,NA
"Peaches, Freestone",King George,0,0,0,0,0,0,1,NA,1,NA,0,0
"Peaches, Freestone",Lee,12,NA,4,NA,8,1,3,0,0,0,3,0
"Peaches, Freestone",Loudoun,25,31,12,24,17,7,8,11,6,NA,3,NA
"Peaches, Freestone",Louisa,2,NA,2,NA,0,0,3,1,3,1,0,0
"Peaches, Freestone",Lunenburg,5,NA,2,NA,3,NA,2,NA,0,0,2,NA
"Peaches, Freestone",Madison,2,NA,1,NA,1,NA,2,NA,2,NA,2,NA
"Peaches, Freestone",Mecklenburg,3,NA,2,NA,1,NA,8,3,7,NA,1,NA
"Peaches, Freestone",Montgomery,5,3,5,3,0,0,2,NA,2,NA,0,0
"Peaches, Freestone",Nelson,4,116,4,NA,3,NA,3,NA,3,NA,1,NA
"Peaches, Freestone",Northampton,0,0,0,0,0,0,2,NA,2,NA,0,0
"Peaches, Freestone",Nottoway,2,NA,2,NA,0,0,1,NA,1,NA,0,0
"Peaches, Freestone",Orange,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Page,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Patrick,7,NA,6,NA,3,NA,4,NA,4,31,1,NA
"Peaches, Freestone",Pittsylvania,4,NA,4,6,1,NA,11,18,11,18,0,0
"Peaches, Freestone",Powhatan,6,1,6,1,6,1,2,NA,0,0,2,NA
"Peaches, Freestone",Prince Edward,3,NA,1,NA,2,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Prince William,0,0,0,0,0,0,11,NA,5,NA,6,1
"Peaches, Freestone",Pulaski,2,NA,2,NA,0,0,2,NA,2,NA,0,0
"Peaches, Freestone",Rappahannock,6,9,3,NA,3,NA,7,NA,3,NA,6,NA
"Peaches, Freestone",Roanoke,2,NA,2,NA,0,0,2,NA,2,NA,0,0
"Peaches, Freestone",Rockbridge,11,NA,11,NA,0,0,8,NA,2,NA,6,NA
"Peaches, Freestone",Rockingham,8,26,4,19,6,7,6,NA,6,15,3,NA
"Peaches, Freestone",Russell,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Peaches, Freestone",Scott,6,NA,6,1,1,NA,0,0,0,0,0,0
"Peaches, Freestone",Shenandoah,9,18,9,NA,7,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Southampton,3,0,1,NA,3,NA,0,0,0,0,0,0
"Peaches, Freestone",Spotsylvania,0,0,0,0,0,0,3,2,3,NA,3,NA
"Peaches, Freestone",Stafford,2,NA,2,NA,0,0,1,NA,1,NA,0,0
"Peaches, Freestone",Tazewell,3,NA,0,0,3,NA,2,NA,2,NA,1,NA
"Peaches, Freestone",Washington,13,NA,12,6,1,NA,9,10,5,NA,5,NA
"Peaches, Freestone",Westmoreland,2,NA,2,NA,2,NA,3,NA,3,NA,2,NA
"Peaches, Freestone",Wythe,1,NA,0,0,1,NA,1,NA,1,NA,0,0
"Peaches, Freestone",Chesapeake City,1,NA,1,NA,0,0,1,NA,1,NA,1,NA
"Peaches, Freestone",Suffolk,0,0,0,0,0,0,3,NA,1,NA,2,NA
"Peaches, Freestone",Virginia Beach City,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, All",Accomack,1,NA,1,NA,0,0,5,NA,5,2,3,NA
"Pears, All",Albemarle,4,NA,3,NA,4,NA,5,11,4,8,4,3
"Pears, All",Alleghany,3,1,3,1,3,0,3,1,3,1,0,0
"Pears, All",Amelia,4,1,4,0,3,1,3,0,0,0,3,0
"Pears, All",Amherst,2,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, All",Appomattox,2,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, All",Augusta,7,2,4,NA,4,NA,2,NA,0,0,2,NA
"Pears, All",Bath,1,NA,1,NA,0,0,1,NA,1,NA,1,NA
"Pears, All",Bedford,10,7,8,7,4,1,3,NA,1,NA,3,NA
"Pears, All",Bland,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pears, All",Botetourt,1,NA,1,NA,0,0,2,NA,2,NA,0,0
"Pears, All",Brunswick,5,2,4,NA,5,NA,0,0,0,0,0,0
"Pears, All",Buchanan,2,NA,2,NA,0,0,4,1,4,0,4,0
"Pears, All",Buckingham,12,4,4,NA,10,NA,2,NA,2,NA,0,0
"Pears, All",Campbell,3,1,0,0,3,1,3,NA,2,NA,1,NA
"Pears, All",Caroline,0,0,0,0,0,0,3,NA,2,NA,1,NA
"Pears, All",Carroll,6,NA,2,NA,4,NA,11,6,9,NA,11,NA
"Pears, All",Charles City,1,NA,1,NA,1,NA,2,NA,1,NA,1,NA
"Pears, All",Charlotte,12,11,11,NA,2,NA,5,NA,0,0,5,NA
"Pears, All",Clarke,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Pears, All",Craig,4,3,0,0,4,3,4,1,0,0,4,1
"Pears, All",Culpeper,8,2,4,NA,4,NA,9,1,7,1,3,1
"Pears, All",Cumberland,8,NA,8,5,4,NA,0,0,0,0,0,0
"Pears, All",Dickenson,0,0,0,0,0,0,1,NA,0,0,1,NA
"Pears, All",Fairfax,1,NA,0,0,1,NA,3,NA,3,NA,2,NA
"Pears, All",Fauquier,9,4,7,NA,2,NA,9,19,7,10,7,9
"Pears, All",Floyd,23,11,17,NA,6,NA,12,11,8,4,9,7
"Pears, All",Fluvanna,3,NA,1,NA,2,NA,4,NA,2,NA,2,NA
"Pears, All",Franklin,6,4,2,NA,4,NA,5,1,2,NA,3,NA
"Pears, All",Frederick,5,3,5,NA,1,NA,9,2,3,NA,6,NA
"Pears, All",Giles,2,NA,2,NA,2,NA,1,NA,1,NA,0,0
"Pears, All",Gloucester,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Pears, All",Goochland,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, All",Grayson,11,5,4,0,10,5,2,NA,0,0,2,NA
"Pears, All",Greene,3,NA,0,0,3,NA,3,NA,2,NA,1,NA
"Pears, All",Greensville,0,0,0,0,0,0,1,NA,1,NA,0,0
"Pears, All",Halifax,0,0,0,0,0,0,5,3,1,NA,4,NA
"Pears, All",Hanover,2,NA,1,NA,2,NA,3,5,0,0,3,5
"Pears, All",Henrico,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pears, All",Henry,7,3,3,1,6,3,0,0,0,0,0,0
"Pears, All",Highland,1,NA,0,0,1,NA,2,NA,2,NA,0,0
"Pears, All",Isle of Wight,7,1,7,1,0,0,1,NA,1,NA,1,NA
"Pears, All",King and Queen,6,1,6,1,6,1,0,0,0,0,0,0
"Pears, All",King George,6,NA,6,NA,0,0,0,0,0,0,0,0
"Pears, All",King William,0,0,0,0,0,0,1,NA,0,0,1,NA
"Pears, All",Lancaster,2,NA,2,NA,0,0,2,NA,2,NA,0,0
"Pears, All",Lee,11,19,3,NA,8,NA,4,1,0,0,4,1
"Pears, All",Loudoun,31,12,17,7,15,5,20,18,13,11,10,7
"Pears, All",Louisa,9,3,0,0,9,3,17,4,14,NA,11,NA
"Pears, All",Lunenburg,3,2,3,NA,3,NA,4,NA,0,0,4,NA
"Pears, All",Madison,6,4,6,4,0,0,1,NA,1,NA,1,NA
"Pears, All",Mecklenburg,6,2,4,NA,4,NA,13,3,6,1,11,2
"Pears, All",Middlesex,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, All",Montgomery,2,NA,2,NA,1,NA,1,NA,1,NA,0,0
"Pears, All",Nelson,2,NA,2,NA,1,NA,1,NA,1,NA,0,0
"Pears, All",New Kent,2,NA,0,0,2,NA,0,0,0,0,0,0
"Pears, All",Northampton,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pears, All",Northumberland,6,NA,6,NA,0,0,0,0,0,0,0,0
"Pears, All",Nottoway,2,NA,2,NA,2,NA,4,2,3,1,4,1
"Pears, All",Orange,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, All",Patrick,8,7,2,NA,7,NA,4,NA,4,NA,0,0
"Pears, All",Pittsylvania,2,NA,2,NA,0,0,18,8,10,4,10,4
"Pears, All",Powhatan,10,2,7,1,9,1,0,0,0,0,0,0
"Pears, All",Prince Edward,6,4,6,NA,4,NA,1,NA,0,0,1,NA
"Pears, All",Prince William,1,NA,0,0,1,NA,13,1,7,NA,6,NA
"Pears, All",Pulaski,5,6,3,NA,2,NA,2,NA,2,NA,0,0
"Pears, All",Rappahannock,16,7,7,3,16,4,4,4,4,4,0,0
"Pears, All",Richmond,0,0,0,0,0,0,1,NA,1,NA,0,0
"Pears, All",Roanoke,12,14,0,0,12,14,3,7,3,7,0,0
"Pears, All",Rockbridge,7,2,5,NA,2,NA,9,NA,3,NA,6,2
"Pears, All",Rockingham,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Pears, All",Russell,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, All",Scott,6,1,5,NA,2,NA,3,NA,3,NA,0,0
"Pears, All",Shenandoah,9,5,1,NA,8,NA,1,NA,0,0,1,NA
"Pears, All",Smyth,2,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Pears, All",Southampton,1,NA,1,NA,1,NA,4,1,4,1,0,0
"Pears, All",Spotsylvania,9,2,9,1,3,1,0,0,0,0,0,0
"Pears, All",Stafford,10,NA,9,NA,1,NA,3,NA,3,NA,0,0
"Pears, All",Surry,1,NA,0,0,1,NA,0,0,0,0,0,0
"Pears, All",Tazewell,3,NA,1,NA,2,NA,1,NA,1,NA,0,0
"Pears, All",Warren,1,NA,0,0,1,NA,5,4,0,0,5,4
"Pears, All",Washington,4,1,3,NA,1,NA,5,4,3,NA,2,NA
"Pears, All",Wise,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pears, All",Wythe,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Pears, All",Chesapeake City,0,0,0,0,0,0,4,1,4,0,4,0
"Pears, All",Suffolk,0,0,0,0,0,0,2,NA,0,0,2,NA
"Pears, All",Virginia Beach City,1,NA,1,NA,0,0,2,NA,2,NA,2,NA
"Pears, Bartlett",Accomack,1,NA,1,NA,0,0,4,1,4,NA,2,NA
"Pears, Bartlett",Albemarle,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, Bartlett",Amelia,3,NA,3,NA,3,1,0,0,0,0,0,0
"Pears, Bartlett",Appomattox,2,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, Bartlett",Augusta,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Bedford,4,NA,2,NA,2,NA,3,NA,1,NA,3,NA
"Pears, Bartlett",Botetourt,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Brunswick,5,1,4,NA,5,NA,0,0,0,0,0,0
"Pears, Bartlett",Buchanan,0,0,0,0,0,0,4,1,4,0,4,0
"Pears, Bartlett",Buckingham,4,1,2,NA,4,NA,2,NA,2,NA,0,0
"Pears, Bartlett",Campbell,3,1,0,0,3,1,3,NA,2,NA,1,NA
"Pears, Bartlett",Carroll,4,NA,2,NA,2,NA,2,NA,0,0,2,NA
"Pears, Bartlett",Charlotte,4,NA,4,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Craig,4,2,0,0,4,2,2,NA,0,0,2,NA
"Pears, Bartlett",Culpeper,3,NA,0,0,3,NA,0,0,0,0,0,0
"Pears, Bartlett",Dickenson,0,0,0,0,0,0,1,NA,0,0,1,NA
"Pears, Bartlett",Fairfax,1,NA,0,0,1,NA,0,0,0,0,0,0
"Pears, Bartlett",Fauquier,6,2,4,NA,2,NA,0,0,0,0,0,0
"Pears, Bartlett",Floyd,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pears, Bartlett",Fluvanna,1,NA,0,0,1,NA,1,NA,1,NA,0,0
"Pears, Bartlett",Franklin,6,NA,2,NA,4,NA,3,NA,2,NA,1,NA
"Pears, Bartlett",Frederick,4,2,4,2,0,0,0,0,0,0,0,0
"Pears, Bartlett",Giles,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Pears, Bartlett",Greene,3,NA,0,0,3,NA,1,NA,0,0,1,NA
"Pears, Bartlett",Greensville,0,0,0,0,0,0,1,NA,1,NA,0,0
"Pears, Bartlett",Halifax,0,0,0,0,0,0,5,3,1,NA,4,NA
"Pears, Bartlett",Hanover,1,NA,1,NA,0,0,3,3,0,0,3,3
"Pears, Bartlett",Henrico,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Henry,5,1,2,NA,3,NA,0,0,0,0,0,0
"Pears, Bartlett",Highland,1,NA,0,0,1,NA,1,NA,1,NA,0,0
"Pears, Bartlett",Isle of Wight,4,1,4,1,0,0,1,NA,0,0,1,NA
"Pears, Bartlett",King and Queen,6,1,0,0,6,1,0,0,0,0,0,0
"Pears, Bartlett",King George,6,NA,6,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",King William,0,0,0,0,0,0,1,NA,0,0,1,NA
"Pears, Bartlett",Lee,9,NA,1,NA,8,NA,0,0,0,0,0,0
"Pears, Bartlett",Loudoun,18,5,11,4,7,1,5,2,2,NA,3,NA
"Pears, Bartlett",Louisa,7,1,0,0,7,1,8,2,5,NA,3,NA
"Pears, Bartlett",Lunenburg,0,0,0,0,0,0,2,NA,0,0,2,NA
"Pears, Bartlett",Mecklenburg,3,NA,2,NA,3,NA,10,1,4,0,10,1
"Pears, Bartlett",Nelson,2,NA,2,NA,1,NA,0,0,0,0,0,0
"Pears, Bartlett",New Kent,2,NA,0,0,2,NA,0,0,0,0,0,0
"Pears, Bartlett",Northampton,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pears, Bartlett",Northumberland,6,NA,6,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Pittsylvania,1,NA,1,NA,0,0,13,3,5,2,8,1
"Pears, Bartlett",Powhatan,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Prince Edward,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Prince William,1,NA,0,0,1,NA,8,NA,2,NA,6,NA
"Pears, Bartlett",Pulaski,2,NA,0,0,2,NA,0,0,0,0,0,0
"Pears, Bartlett",Rappahannock,3,0,0,0,3,0,0,0,0,0,0,0
"Pears, Bartlett",Roanoke,4,2,0,0,4,2,0,0,0,0,0,0
"Pears, Bartlett",Rockbridge,5,NA,4,0,1,NA,6,1,0,0,6,1
"Pears, Bartlett",Russell,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, Bartlett",Scott,4,NA,4,NA,0,0,0,0,0,0,0,0
"Pears, Bartlett",Smyth,1,NA,0,0,1,NA,0,0,0,0,0,0
"Pears, Bartlett",Southampton,0,0,0,0,0,0,4,0,4,0,0,0
"Pears, Bartlett",Tazewell,2,NA,0,0,2,NA,0,0,0,0,0,0
"Pears, Bartlett",Warren,0,0,0,0,0,0,3,2,0,0,3,2
"Pears, Bartlett",Washington,0,0,0,0,0,0,4,NA,2,NA,2,NA
"Pears, Bartlett",Wise,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pears, Bartlett",Wythe,0,0,0,0,0,0,1,NA,1,NA,0,0
"Pears, Bartlett",Suffolk,0,0,0,0,0,0,2,NA,0,0,2,NA
"Pears, Other Than Bartlett",Accomack,0,0,0,0,0,0,1,NA,1,NA,1,NA
"Pears, Other Than Bartlett",Albemarle,4,18,3,NA,4,NA,5,11,4,8,4,3
"Pears, Other Than Bartlett",Alleghany,3,1,3,1,3,0,3,1,3,1,0,0
"Pears, Other Than Bartlett",Amelia,1,NA,1,NA,0,0,3,0,0,0,3,0
"Pears, Other Than Bartlett",Amherst,2,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Augusta,6,NA,3,NA,4,NA,2,NA,0,0,2,NA
"Pears, Other Than Bartlett",Bath,1,NA,1,NA,0,0,1,NA,1,NA,1,NA
"Pears, Other Than Bartlett",Bedford,9,NA,7,NA,4,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Bland,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Botetourt,0,0,0,0,0,0,2,NA,2,NA,0,0
"Pears, Other Than Bartlett",Brunswick,4,1,4,NA,4,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Buchanan,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Buckingham,8,3,2,NA,6,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Caroline,0,0,0,0,0,0,3,NA,2,NA,1,NA
"Pears, Other Than Bartlett",Carroll,2,NA,0,0,2,NA,11,NA,9,NA,11,NA
"Pears, Other Than Bartlett",Charles City,1,NA,1,NA,1,NA,2,NA,1,NA,1,NA
"Pears, Other Than Bartlett",Charlotte,12,NA,11,NA,2,NA,5,NA,0,0,5,NA
"Pears, Other Than Bartlett",Clarke,1,NA,1,NA,1,NA,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Craig,4,2,0,0,4,2,4,NA,0,0,4,NA
"Pears, Other Than Bartlett",Culpeper,5,NA,4,NA,1,NA,9,1,7,1,3,1
"Pears, Other Than Bartlett",Cumberland,8,NA,8,5,4,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Fairfax,0,0,0,0,0,0,3,NA,3,NA,2,NA
"Pears, Other Than Bartlett",Fauquier,3,2,3,2,0,0,9,19,7,10,7,9
"Pears, Other Than Bartlett",Floyd,23,11,17,NA,6,NA,12,NA,8,NA,9,7
"Pears, Other Than Bartlett",Fluvanna,3,NA,1,NA,2,NA,4,NA,2,NA,2,NA
"Pears, Other Than Bartlett",Franklin,3,NA,2,NA,1,NA,4,NA,2,NA,2,NA
"Pears, Other Than Bartlett",Frederick,4,1,4,NA,1,NA,9,2,3,NA,6,NA
"Pears, Other Than Bartlett",Giles,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Gloucester,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Goochland,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Grayson,11,5,4,0,10,5,2,NA,0,0,2,NA
"Pears, Other Than Bartlett",Greene,3,NA,0,0,3,NA,2,NA,2,NA,0,0
"Pears, Other Than Bartlett",Hanover,2,NA,1,NA,2,NA,3,3,0,0,3,3
"Pears, Other Than Bartlett",Henrico,2,NA,2,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Henry,7,3,3,NA,6,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Highland,1,NA,0,0,1,NA,2,NA,2,NA,0,0
"Pears, Other Than Bartlett",Isle of Wight,3,1,3,1,0,0,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",King and Queen,6,1,6,1,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",King William,0,0,0,0,0,0,1,NA,0,0,1,NA
"Pears, Other Than Bartlett",Lancaster,2,NA,2,NA,0,0,2,NA,2,NA,0,0
"Pears, Other Than Bartlett",Lee,2,NA,2,NA,0,0,4,1,0,0,4,1
"Pears, Other Than Bartlett",Loudoun,17,7,8,3,10,4,18,17,12,NA,9,NA
"Pears, Other Than Bartlett",Louisa,8,2,0,0,8,2,12,2,9,1,11,1
"Pears, Other Than Bartlett",Lunenburg,3,2,3,NA,3,NA,4,2,0,0,4,2
"Pears, Other Than Bartlett",Madison,6,4,6,4,0,0,1,NA,1,NA,1,NA
"Pears, Other Than Bartlett",Mecklenburg,3,NA,2,NA,1,NA,13,2,6,1,11,1
"Pears, Other Than Bartlett",Middlesex,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Montgomery,2,NA,2,NA,1,NA,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Nelson,0,0,0,0,0,0,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Northumberland,6,NA,6,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Nottoway,2,NA,2,NA,2,NA,4,2,3,1,4,1
"Pears, Other Than Bartlett",Orange,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Patrick,8,7,2,NA,7,NA,4,NA,4,NA,0,0
"Pears, Other Than Bartlett",Pittsylvania,1,NA,1,NA,0,0,15,5,7,2,10,3
"Pears, Other Than Bartlett",Powhatan,9,NA,6,NA,9,1,0,0,0,0,0,0
"Pears, Other Than Bartlett",Prince Edward,6,NA,6,NA,4,NA,1,NA,0,0,1,NA
"Pears, Other Than Bartlett",Prince William,1,NA,0,0,1,NA,5,NA,5,NA,0,0
"Pears, Other Than Bartlett",Pulaski,5,NA,3,NA,2,NA,2,NA,2,NA,0,0
"Pears, Other Than Bartlett",Rappahannock,13,6,7,3,13,4,4,4,4,4,0,0
"Pears, Other Than Bartlett",Richmond,0,0,0,0,0,0,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Roanoke,12,12,0,0,12,12,3,7,3,7,0,0
"Pears, Other Than Bartlett",Rockbridge,2,NA,1,NA,1,NA,9,NA,3,NA,6,2
"Pears, Other Than Bartlett",Rockingham,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Russell,1,NA,1,NA,1,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Scott,2,NA,1,NA,2,NA,3,NA,3,NA,0,0
"Pears, Other Than Bartlett",Shenandoah,9,5,1,NA,8,NA,1,NA,0,0,1,NA
"Pears, Other Than Bartlett",Smyth,1,NA,1,NA,0,0,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Southampton,1,NA,1,NA,1,NA,4,0,4,0,0,0
"Pears, Other Than Bartlett",Spotsylvania,9,2,9,1,3,1,0,0,0,0,0,0
"Pears, Other Than Bartlett",Stafford,10,NA,9,NA,1,NA,3,NA,3,NA,0,0
"Pears, Other Than Bartlett",Surry,1,NA,0,0,1,NA,0,0,0,0,0,0
"Pears, Other Than Bartlett",Tazewell,3,NA,1,NA,2,NA,1,NA,1,NA,0,0
"Pears, Other Than Bartlett",Warren,1,NA,0,0,1,NA,5,2,0,0,5,2
"Pears, Other Than Bartlett",Washington,4,1,3,NA,1,NA,5,NA,3,NA,2,NA
"Pears, Other Than Bartlett",Wythe,1,NA,1,NA,0,0,0,0,0,0,0,0
"Pears, Other Than Bartlett",Chesapeake City,0,0,0,0,0,0,4,1,4,0,4,0
"Pears, Other Than Bartlett",Virginia Beach City,1,NA,1,NA,0,0,2,NA,2,NA,2,NA
Persimmons,Amelia,1,NA,1,NA,0,0,0,0,0,0,0,0
Persimmons,Appomattox,1,NA,0,0,1,NA,0,0,0,0,0,0
Persimmons,Augusta,1,NA,1,NA,1,NA,0,0,0,0,0,0
Persimmons,Bedford,0,0,0,0,0,0,2,NA,2,NA,0,0
Persimmons,Bland,2,NA,2,NA,0,0,0,0,0,0,0,0
Persimmons,Botetourt,1,NA,1,NA,0,0,2,NA,2,NA,0,0
Persimmons,Caroline,0,0,0,0,0,0,2,NA,2,NA,0,0
Persimmons,Charles City,1,NA,1,NA,1,NA,0,0,0,0,0,0
Persimmons,Charlotte,0,0,0,0,0,0,3,0,0,0,3,0
Persimmons,Craig,1,NA,0,0,1,NA,2,NA,0,0,2,NA
Persimmons,Culpeper,6,3,4,NA,2,NA,0,0,0,0,0,0
Persimmons,Fairfax,2,NA,2,NA,0,0,0,0,0,0,0,0
Persimmons,Floyd,2,NA,0,0,2,NA,0,0,0,0,0,0
Persimmons,Fluvanna,1,NA,0,0,1,NA,2,NA,0,0,2,NA
Persimmons,Giles,1,NA,1,NA,0,0,0,0,0,0,0,0
Persimmons,Gloucester,1,NA,0,0,1,NA,1,NA,1,NA,0,0
Persimmons,Grayson,6,NA,0,0,6,NA,2,NA,0,0,2,NA
Persimmons,Halifax,0,0,0,0,0,0,5,NA,1,NA,5,1
Persimmons,Henrico,3,NA,1,NA,2,NA,2,NA,2,NA,0,0
Persimmons,Loudoun,7,30,7,6,4,24,2,NA,1,NA,1,NA
Persimmons,Louisa,1,NA,0,0,1,NA,8,2,8,2,0,0
Persimmons,Lunenburg,0,0,0,0,0,0,2,NA,0,0,2,NA
Persimmons,Madison,2,NA,2,NA,0,0,0,0,0,0,0,0
Persimmons,Mecklenburg,2,NA,2,NA,0,0,2,NA,2,NA,0,0
Persimmons,Nelson,6,9,6,NA,6,NA,2,NA,2,NA,2,NA
Persimmons,New Kent,8,9,0,0,8,9,0,0,0,0,0,0
Persimmons,Nottoway,0,0,0,0,0,0,1,NA,0,0,1,NA
Persimmons,Patrick,1,NA,1,NA,0,0,0,0,0,0,0,0
Persimmons,Pittsylvania,1,NA,1,NA,0,0,2,NA,2,NA,0,0
Persimmons,Powhatan,3,0,3,0,0,0,0,0,0,0,0,0
Persimmons,Prince Edward,0,0,0,0,0,0,1,NA,0,0,1,NA
Persimmons,Prince William,1,NA,0,0,1,NA,6,NA,0,0,6,NA
Persimmons,Pulaski,2,NA,2,NA,0,0,2,NA,2,NA,0,0
Persimmons,Rappahannock,6,3,6,NA,6,NA,0,0,0,0,0,0
Persimmons,Roanoke,3,NA,0,0,3,NA,0,0,0,0,0,0
Persimmons,Rockbridge,2,NA,1,NA,2,NA,1,NA,1,NA,0,0
Persimmons,Rockingham,3,2,3,2,0,0,5,2,2,NA,5,NA
Persimmons,Scott,1,NA,0,0,1,NA,8,1,0,0,8,1
